length,cache size,datatype,red. length,neigh. num,train score,test score
1000,10485760,['size' 'time'],5,1,1.0,0.2814285714285714
1000,10485760,['size' 'time'],5,2,0.9966666666666667,0.28285714285714286
1000,10485760,['size' 'time'],5,3,0.9933333333333333,0.36857142857142855
1000,10485760,['size' 'time'],5,4,0.9833333333333333,0.30857142857142855
1000,10485760,['size' 'time'],5,5,0.9733333333333334,0.48714285714285716
1000,10485760,['size' 'time'],5,6,0.9666666666666667,0.3357142857142857
1000,10485760,['size' 'time'],5,7,0.9666666666666667,0.36714285714285716
1000,10485760,['size' 'time'],5,8,0.96,0.36
1000,10485760,['size' 'time'],5,9,0.9533333333333334,0.46714285714285714
1000,10485760,['size' 'time'],5,10,0.95,0.4542857142857143
1000,33554432,['size' 'time'],5,1,1.0,0.32
1000,33554432,['size' 'time'],5,2,1.0,0.32571428571428573
1000,33554432,['size' 'time'],5,3,0.9966666666666667,0.36857142857142855
1000,33554432,['size' 'time'],5,4,0.9966666666666667,0.36428571428571427
1000,33554432,['size' 'time'],5,5,0.99,0.48428571428571426
1000,33554432,['size' 'time'],5,6,0.99,0.5285714285714286
1000,33554432,['size' 'time'],5,7,0.99,0.5485714285714286
1000,33554432,['size' 'time'],5,8,0.99,0.5442857142857143
1000,33554432,['size' 'time'],5,9,0.99,0.5485714285714286
1000,33554432,['size' 'time'],5,10,0.99,0.5485714285714286
1000,67108864,['size' 'time'],5,1,1.0,0.3442857142857143
1000,67108864,['size' 'time'],5,2,0.9933333333333333,0.36714285714285716
1000,67108864,['size' 'time'],5,3,0.99,0.46714285714285714
1000,67108864,['size' 'time'],5,4,0.9933333333333333,0.4357142857142857
1000,67108864,['size' 'time'],5,5,0.9866666666666667,0.48857142857142855
1000,67108864,['size' 'time'],5,6,0.9866666666666667,0.45714285714285713
1000,67108864,['size' 'time'],5,7,0.9833333333333333,0.4714285714285714
1000,67108864,['size' 'time'],5,8,0.9833333333333333,0.4957142857142857
1000,67108864,['size' 'time'],5,9,0.9833333333333333,0.5
1000,67108864,['size' 'time'],5,10,0.98,0.49714285714285716
1000,134217728,['size' 'time'],5,1,1.0,0.2757142857142857
1000,134217728,['size' 'time'],5,2,1.0,0.26571428571428574
1000,134217728,['size' 'time'],5,3,1.0,0.26571428571428574
1000,134217728,['size' 'time'],5,4,0.9966666666666667,0.2671428571428571
1000,134217728,['size' 'time'],5,5,1.0,0.26285714285714284
1000,134217728,['size' 'time'],5,6,0.9966666666666667,0.26
1000,134217728,['size' 'time'],5,7,1.0,0.2571428571428571
1000,134217728,['size' 'time'],5,8,0.9933333333333333,0.2671428571428571
1000,134217728,['size' 'time'],5,9,0.9933333333333333,0.26285714285714284
1000,134217728,['size' 'time'],5,10,0.9966666666666667,0.26285714285714284
1000,268435456,['size' 'time'],5,1,1.0,0.5671428571428572
1000,268435456,['size' 'time'],5,2,1.0,0.61
1000,268435456,['size' 'time'],5,3,1.0,0.5728571428571428
1000,268435456,['size' 'time'],5,4,1.0,0.5914285714285714
1000,268435456,['size' 'time'],5,5,1.0,0.59
1000,268435456,['size' 'time'],5,6,1.0,0.6342857142857142
1000,268435456,['size' 'time'],5,7,1.0,0.6271428571428571
1000,268435456,['size' 'time'],5,8,0.9866666666666667,0.6857142857142857
1000,268435456,['size' 'time'],5,9,0.9866666666666667,0.68
1000,268435456,['size' 'time'],5,10,0.9866666666666667,0.6828571428571428
1000,10485760,['size'],5,1,1.0,0.2642857142857143
1000,10485760,['size'],5,2,1.0,0.27285714285714285
1000,10485760,['size'],5,3,0.9966666666666667,0.3057142857142857
1000,10485760,['size'],5,4,0.99,0.30714285714285716
1000,10485760,['size'],5,5,0.9866666666666667,0.38142857142857145
1000,10485760,['size'],5,6,0.9866666666666667,0.3028571428571429
1000,10485760,['size'],5,7,0.9766666666666667,0.33
1000,10485760,['size'],5,8,0.9766666666666667,0.32
1000,10485760,['size'],5,9,0.98,0.39571428571428574
1000,10485760,['size'],5,10,0.9766666666666667,0.3657142857142857
1000,33554432,['size'],5,1,1.0,0.2857142857142857
1000,33554432,['size'],5,2,1.0,0.29285714285714287
1000,33554432,['size'],5,3,0.9933333333333333,0.41285714285714287
1000,33554432,['size'],5,4,0.9966666666666667,0.3985714285714286
1000,33554432,['size'],5,5,0.9933333333333333,0.46714285714285714
1000,33554432,['size'],5,6,0.9933333333333333,0.4785714285714286
1000,33554432,['size'],5,7,0.9933333333333333,0.47
1000,33554432,['size'],5,8,0.9933333333333333,0.47285714285714286
1000,33554432,['size'],5,9,0.99,0.46714285714285714
1000,33554432,['size'],5,10,0.99,0.46714285714285714
1000,67108864,['size'],5,1,1.0,0.35428571428571426
1000,67108864,['size'],5,2,0.9933333333333333,0.36428571428571427
1000,67108864,['size'],5,3,0.9866666666666667,0.5157142857142857
1000,67108864,['size'],5,4,0.99,0.5028571428571429
1000,67108864,['size'],5,5,0.9866666666666667,0.5314285714285715
1000,67108864,['size'],5,6,0.9866666666666667,0.5042857142857143
1000,67108864,['size'],5,7,0.9833333333333333,0.5257142857142857
1000,67108864,['size'],5,8,0.9833333333333333,0.5171428571428571
1000,67108864,['size'],5,9,0.9833333333333333,0.5185714285714286
1000,67108864,['size'],5,10,0.98,0.5228571428571429
1000,134217728,['size'],5,1,1.0,0.2914285714285714
1000,134217728,['size'],5,2,0.9966666666666667,0.2785714285714286
1000,134217728,['size'],5,3,0.9966666666666667,0.2814285714285714
1000,134217728,['size'],5,4,1.0,0.2785714285714286
1000,134217728,['size'],5,5,0.9933333333333333,0.2885714285714286
1000,134217728,['size'],5,6,0.9966666666666667,0.26857142857142857
1000,134217728,['size'],5,7,0.9866666666666667,0.29
1000,134217728,['size'],5,8,0.9866666666666667,0.27714285714285714
1000,134217728,['size'],5,9,0.9833333333333333,0.33
1000,134217728,['size'],5,10,0.9833333333333333,0.32571428571428573
1000,268435456,['size'],5,1,1.0,0.5242857142857142
1000,268435456,['size'],5,2,1.0,0.5457142857142857
1000,268435456,['size'],5,3,1.0,0.5085714285714286
1000,268435456,['size'],5,4,1.0,0.52
1000,268435456,['size'],5,5,1.0,0.5157142857142857
1000,268435456,['size'],5,6,1.0,0.5414285714285715
1000,268435456,['size'],5,7,1.0,0.5357142857142857
1000,268435456,['size'],5,8,0.99,0.6528571428571428
1000,268435456,['size'],5,9,0.99,0.6642857142857143
1000,268435456,['size'],5,10,0.9866666666666667,0.6642857142857143
10000,10485760,['size' 'time'],5,1,1.0,0.5071428571428571
10000,10485760,['size' 'time'],5,2,0.9866666666666667,0.5485714285714286
10000,10485760,['size' 'time'],5,3,0.9766666666666667,0.5742857142857143
10000,10485760,['size' 'time'],5,4,0.9633333333333334,0.5857142857142857
10000,10485760,['size' 'time'],5,5,0.96,0.5914285714285714
10000,10485760,['size' 'time'],5,6,0.96,0.5842857142857143
10000,10485760,['size' 'time'],5,7,0.93,0.5885714285714285
10000,10485760,['size' 'time'],5,8,0.9233333333333333,0.61
10000,10485760,['size' 'time'],5,9,0.9066666666666666,0.6085714285714285
10000,10485760,['size' 'time'],5,10,0.91,0.62
10000,33554432,['size' 'time'],5,1,1.0,0.4785714285714286
10000,33554432,['size' 'time'],5,2,0.9666666666666667,0.47714285714285715
10000,33554432,['size' 'time'],5,3,0.9666666666666667,0.49714285714285716
10000,33554432,['size' 'time'],5,4,0.9366666666666666,0.5357142857142857
10000,33554432,['size' 'time'],5,5,0.9233333333333333,0.5642857142857143
10000,33554432,['size' 'time'],5,6,0.91,0.5771428571428572
10000,33554432,['size' 'time'],5,7,0.8833333333333333,0.61
10000,33554432,['size' 'time'],5,8,0.8866666666666667,0.6171428571428571
10000,33554432,['size' 'time'],5,9,0.87,0.6457142857142857
10000,33554432,['size' 'time'],5,10,0.87,0.6457142857142857
10000,67108864,['size' 'time'],5,1,1.0,0.49857142857142855
10000,67108864,['size' 'time'],5,2,0.9333333333333333,0.48428571428571426
10000,67108864,['size' 'time'],5,3,0.9433333333333334,0.48857142857142855
10000,67108864,['size' 'time'],5,4,0.9233333333333333,0.48142857142857143
10000,67108864,['size' 'time'],5,5,0.9,0.48428571428571426
10000,67108864,['size' 'time'],5,6,0.8666666666666667,0.48
10000,67108864,['size' 'time'],5,7,0.85,0.4828571428571429
10000,67108864,['size' 'time'],5,8,0.8433333333333334,0.4942857142857143
10000,67108864,['size' 'time'],5,9,0.82,0.48
10000,67108864,['size' 'time'],5,10,0.81,0.49142857142857144
10000,134217728,['size' 'time'],5,1,1.0,0.37
10000,134217728,['size' 'time'],5,2,0.9633333333333334,0.37
10000,134217728,['size' 'time'],5,3,0.92,0.36142857142857143
10000,134217728,['size' 'time'],5,4,0.91,0.36714285714285716
10000,134217728,['size' 'time'],5,5,0.88,0.36857142857142855
10000,134217728,['size' 'time'],5,6,0.8833333333333333,0.3757142857142857
10000,134217728,['size' 'time'],5,7,0.86,0.3585714285714286
10000,134217728,['size' 'time'],5,8,0.8533333333333334,0.35714285714285715
10000,134217728,['size' 'time'],5,9,0.84,0.35428571428571426
10000,134217728,['size' 'time'],5,10,0.8033333333333333,0.36
10000,268435456,['size' 'time'],5,1,1.0,0.4714285714285714
10000,268435456,['size' 'time'],5,2,0.9833333333333333,0.4785714285714286
10000,268435456,['size' 'time'],5,3,0.9733333333333334,0.45285714285714285
10000,268435456,['size' 'time'],5,4,0.97,0.45285714285714285
10000,268435456,['size' 'time'],5,5,0.9366666666666666,0.4442857142857143
10000,268435456,['size' 'time'],5,6,0.9266666666666666,0.44857142857142857
10000,268435456,['size' 'time'],5,7,0.9233333333333333,0.44285714285714284
10000,268435456,['size' 'time'],5,8,0.9066666666666666,0.45285714285714285
10000,268435456,['size' 'time'],5,9,0.88,0.44857142857142857
10000,268435456,['size' 'time'],5,10,0.8766666666666667,0.44857142857142857
10000,10485760,['size'],5,1,1.0,0.49857142857142855
10000,10485760,['size'],5,2,0.99,0.5242857142857142
10000,10485760,['size'],5,3,0.9833333333333333,0.5628571428571428
10000,10485760,['size'],5,4,0.9833333333333333,0.5514285714285714
10000,10485760,['size'],5,5,0.9833333333333333,0.5685714285714286
10000,10485760,['size'],5,6,0.9766666666666667,0.5671428571428572
10000,10485760,['size'],5,7,0.97,0.57
10000,10485760,['size'],5,8,0.9633333333333334,0.5714285714285714
10000,10485760,['size'],5,9,0.9666666666666667,0.5857142857142857
10000,10485760,['size'],5,10,0.9533333333333334,0.5885714285714285
10000,33554432,['size'],5,1,1.0,0.5142857142857142
10000,33554432,['size'],5,2,0.9866666666666667,0.49142857142857144
10000,33554432,['size'],5,3,0.9733333333333334,0.5342857142857143
10000,33554432,['size'],5,4,0.9666666666666667,0.54
10000,33554432,['size'],5,5,0.9333333333333333,0.58
10000,33554432,['size'],5,6,0.9333333333333333,0.5614285714285714
10000,33554432,['size'],5,7,0.9066666666666666,0.61
10000,33554432,['size'],5,8,0.9033333333333333,0.5985714285714285
10000,33554432,['size'],5,9,0.8733333333333333,0.6228571428571429
10000,33554432,['size'],5,10,0.87,0.6257142857142857
10000,67108864,['size'],5,1,1.0,0.4114285714285714
10000,67108864,['size'],5,2,0.9933333333333333,0.41285714285714287
10000,67108864,['size'],5,3,0.9833333333333333,0.4014285714285714
10000,67108864,['size'],5,4,0.96,0.41
10000,67108864,['size'],5,5,0.9533333333333334,0.39714285714285713
10000,67108864,['size'],5,6,0.94,0.39571428571428574
10000,67108864,['size'],5,7,0.9433333333333334,0.40285714285714286
10000,67108864,['size'],5,8,0.9266666666666666,0.4114285714285714
10000,67108864,['size'],5,9,0.9366666666666666,0.41714285714285715
10000,67108864,['size'],5,10,0.91,0.4257142857142857
10000,134217728,['size'],5,1,1.0,0.39
10000,134217728,['size'],5,2,0.9933333333333333,0.3942857142857143
10000,134217728,['size'],5,3,0.99,0.39714285714285713
10000,134217728,['size'],5,4,0.98,0.39714285714285713
10000,134217728,['size'],5,5,0.9733333333333334,0.4042857142857143
10000,134217728,['size'],5,6,0.9533333333333334,0.3942857142857143
10000,134217728,['size'],5,7,0.9566666666666667,0.3942857142857143
10000,134217728,['size'],5,8,0.9466666666666667,0.3985714285714286
10000,134217728,['size'],5,9,0.94,0.4014285714285714
10000,134217728,['size'],5,10,0.9266666666666666,0.3985714285714286
10000,268435456,['size'],5,1,1.0,0.42714285714285716
10000,268435456,['size'],5,2,0.9766666666666667,0.45
10000,268435456,['size'],5,3,0.9766666666666667,0.42
10000,268435456,['size'],5,4,0.97,0.4228571428571429
10000,268435456,['size'],5,5,0.9566666666666667,0.42
10000,268435456,['size'],5,6,0.9433333333333334,0.41714285714285715
10000,268435456,['size'],5,7,0.9433333333333334,0.41714285714285715
10000,268435456,['size'],5,8,0.9133333333333333,0.40285714285714286
10000,268435456,['size'],5,9,0.9133333333333333,0.4085714285714286
10000,268435456,['size'],5,10,0.9,0.4157142857142857
100000,10485760,['size' 'time'],5,1,1.0,0.5342857142857143
100000,10485760,['size' 'time'],5,2,0.9666666666666667,0.5214285714285715
100000,10485760,['size' 'time'],5,3,0.96,0.5642857142857143
100000,10485760,['size' 'time'],5,4,0.95,0.5785714285714286
100000,10485760,['size' 'time'],5,5,0.9166666666666666,0.61
100000,10485760,['size' 'time'],5,6,0.93,0.6142857142857143
100000,10485760,['size' 'time'],5,7,0.8966666666666666,0.6471428571428571
100000,10485760,['size' 'time'],5,8,0.8933333333333333,0.6557142857142857
100000,10485760,['size' 'time'],5,9,0.88,0.6771428571428572
100000,10485760,['size' 'time'],5,10,0.8733333333333333,0.6685714285714286
100000,33554432,['size' 'time'],5,1,1.0,0.6928571428571428
100000,33554432,['size' 'time'],5,2,0.9733333333333334,0.7185714285714285
100000,33554432,['size' 'time'],5,3,0.9633333333333334,0.79
100000,33554432,['size' 'time'],5,4,0.96,0.8214285714285714
100000,33554432,['size' 'time'],5,5,0.9433333333333334,0.86
100000,33554432,['size' 'time'],5,6,0.9466666666666667,0.8571428571428571
100000,33554432,['size' 'time'],5,7,0.94,0.9014285714285715
100000,33554432,['size' 'time'],5,8,0.94,0.9028571428571428
100000,33554432,['size' 'time'],5,9,0.94,0.9114285714285715
100000,33554432,['size' 'time'],5,10,0.94,0.9128571428571428
100000,67108864,['size' 'time'],5,1,1.0,0.7842857142857143
100000,67108864,['size' 'time'],5,2,0.9333333333333333,0.7928571428571428
100000,67108864,['size' 'time'],5,3,0.9333333333333333,0.82
100000,67108864,['size' 'time'],5,4,0.9166666666666666,0.81
100000,67108864,['size' 'time'],5,5,0.92,0.8328571428571429
100000,67108864,['size' 'time'],5,6,0.8866666666666667,0.8371428571428572
100000,67108864,['size' 'time'],5,7,0.8966666666666666,0.8514285714285714
100000,67108864,['size' 'time'],5,8,0.89,0.8571428571428571
100000,67108864,['size' 'time'],5,9,0.88,0.8685714285714285
100000,67108864,['size' 'time'],5,10,0.8766666666666667,0.8657142857142858
100000,134217728,['size' 'time'],5,1,1.0,0.6471428571428571
100000,134217728,['size' 'time'],5,2,0.93,0.6157142857142858
100000,134217728,['size' 'time'],5,3,0.94,0.6414285714285715
100000,134217728,['size' 'time'],5,4,0.9133333333333333,0.6285714285714286
100000,134217728,['size' 'time'],5,5,0.92,0.64
100000,134217728,['size' 'time'],5,6,0.8933333333333333,0.6157142857142858
100000,134217728,['size' 'time'],5,7,0.8833333333333333,0.63
100000,134217728,['size' 'time'],5,8,0.86,0.6142857142857143
100000,134217728,['size' 'time'],5,9,0.8433333333333334,0.63
100000,134217728,['size' 'time'],5,10,0.8233333333333334,0.6285714285714286
100000,268435456,['size' 'time'],5,1,1.0,0.5271428571428571
100000,268435456,['size' 'time'],5,2,0.94,0.5242857142857142
100000,268435456,['size' 'time'],5,3,0.9066666666666666,0.5271428571428571
100000,268435456,['size' 'time'],5,4,0.89,0.5271428571428571
100000,268435456,['size' 'time'],5,5,0.85,0.5057142857142857
100000,268435456,['size' 'time'],5,6,0.8566666666666667,0.5128571428571429
100000,268435456,['size' 'time'],5,7,0.8266666666666667,0.4942857142857143
100000,268435456,['size' 'time'],5,8,0.8266666666666667,0.5114285714285715
100000,268435456,['size' 'time'],5,9,0.8,0.5042857142857143
100000,268435456,['size' 'time'],5,10,0.8133333333333334,0.5057142857142857
100000,10485760,['size'],5,1,1.0,0.7314285714285714
100000,10485760,['size'],5,2,0.8833333333333333,0.7071428571428572
100000,10485760,['size'],5,3,0.8933333333333333,0.7285714285714285
100000,10485760,['size'],5,4,0.8533333333333334,0.7328571428571429
100000,10485760,['size'],5,5,0.86,0.7471428571428571
100000,10485760,['size'],5,6,0.8466666666666667,0.7414285714285714
100000,10485760,['size'],5,7,0.8466666666666667,0.7571428571428571
100000,10485760,['size'],5,8,0.8466666666666667,0.7514285714285714
100000,10485760,['size'],5,9,0.85,0.7585714285714286
100000,10485760,['size'],5,10,0.84,0.7542857142857143
100000,33554432,['size'],5,1,1.0,0.8557142857142858
100000,33554432,['size'],5,2,0.9533333333333334,0.8342857142857143
100000,33554432,['size'],5,3,0.9533333333333334,0.8928571428571429
100000,33554432,['size'],5,4,0.9466666666666667,0.8985714285714286
100000,33554432,['size'],5,5,0.94,0.9114285714285715
100000,33554432,['size'],5,6,0.94,0.9142857142857143
100000,33554432,['size'],5,7,0.94,0.9157142857142857
100000,33554432,['size'],5,8,0.94,0.92
100000,33554432,['size'],5,9,0.94,0.92
100000,33554432,['size'],5,10,0.94,0.92
100000,67108864,['size'],5,1,1.0,0.8214285714285714
100000,67108864,['size'],5,2,0.95,0.8057142857142857
100000,67108864,['size'],5,3,0.9333333333333333,0.8271428571428572
100000,67108864,['size'],5,4,0.9066666666666666,0.8314285714285714
100000,67108864,['size'],5,5,0.9066666666666666,0.8371428571428572
100000,67108864,['size'],5,6,0.8866666666666667,0.8557142857142858
100000,67108864,['size'],5,7,0.8966666666666666,0.8571428571428571
100000,67108864,['size'],5,8,0.89,0.8571428571428571
100000,67108864,['size'],5,9,0.88,0.86
100000,67108864,['size'],5,10,0.8833333333333333,0.8628571428571429
100000,134217728,['size'],5,1,1.0,0.6357142857142857
100000,134217728,['size'],5,2,0.8933333333333333,0.6271428571428571
100000,134217728,['size'],5,3,0.8733333333333333,0.6385714285714286
100000,134217728,['size'],5,4,0.8533333333333334,0.6542857142857142
100000,134217728,['size'],5,5,0.8366666666666667,0.6485714285714286
100000,134217728,['size'],5,6,0.8133333333333334,0.63
100000,134217728,['size'],5,7,0.82,0.6442857142857142
100000,134217728,['size'],5,8,0.8066666666666666,0.6457142857142857
100000,134217728,['size'],5,9,0.8066666666666666,0.6357142857142857
100000,134217728,['size'],5,10,0.7766666666666666,0.6414285714285715
100000,268435456,['size'],5,1,1.0,0.48
100000,268435456,['size'],5,2,0.9433333333333334,0.48142857142857143
100000,268435456,['size'],5,3,0.88,0.45285714285714285
100000,268435456,['size'],5,4,0.8366666666666667,0.4828571428571429
100000,268435456,['size'],5,5,0.78,0.48
100000,268435456,['size'],5,6,0.7766666666666666,0.4785714285714286
100000,268435456,['size'],5,7,0.7166666666666667,0.4542857142857143
100000,268435456,['size'],5,8,0.7433333333333333,0.4585714285714286
100000,268435456,['size'],5,9,0.6966666666666667,0.45285714285714285
100000,268435456,['size'],5,10,0.7033333333333334,0.4514285714285714
1000,10485760,['size' 'time'],10,1,1.0,0.33714285714285713
